title,budget,revenue,genre,belongs_to_franchise,production_company,cert,runtime,popularity,release_season,release_month,averageRating
Lawless,26000000.0,53676580.0,Crime,0,Other,R,115.0,7.968423,Summer,Aug,7.3
Piranha 3DD,5000000.0,8493728.0,Horror,1,Other,R,83.0,5.615205,Spring,May,3.7
ATM,3000000.0,3010.0,Horror,0,Other,R,90.0,8.950643,Winter,Feb,4.7
The Possession,14000000.0,85446075.0,Horror,0,Other,PG-13,92.0,7.286477,Summer,Aug,5.9
The Apparition,17000000.0,9627492.0,Horror,0,WarnerMedia,PG-13,82.0,7.683008,Summer,Aug,4.1
Bachelorette,3000000.0,11947954.0,Comedy,0,Other,R,87.0,10.893224,Summer,Aug,5.3
The Words,6000000.0,13231461.0,Drama,0,Other,PG-13,96.0,6.089971,Summer,Sep,7.0
Pitch Perfect,17000000.0,115350426.0,Comedy,1,Other,PG-13,112.0,11.03595,Summer,Sep,7.1
The Cold Light of Day,20000000.0,16863583.0,Action,0,Other,PG-13,93.0,11.112153,Spring,Apr,4.9
Looper,30000000.0,47042000.0,Action,0,Sony Pictures,R,118.0,12.727269,Summer,Sep,7.4
That's My Boy,70000000.0,58058367.0,Comedy,0,Sony Pictures,R,116.0,8.923755,Spring,Jun,5.5
Robot & Frank,2500000.0,3325038.0,Other,0,Other,PG-13,85.0,9.291494,Summer,Aug,7.1
Resident Evil: Retribution,65000000.0,240159255.0,Action,1,Other,R,95.0,0.948759,Summer,Sep,5.4
The Master,32000000.0,28258060.0,Drama,0,Other,R,137.0,8.074218,Summer,Sep,7.2
Dredd,50000000.0,41037742.0,Action,0,Other,R,95.0,12.1524,Summer,Sep,7.1
Arbitrage,12000000.0,35485056.0,Drama,0,Other,R,100.0,5.808496,Summer,Sep,6.6
End of Watch,7000000.0,48126384.0,Crime,0,Other,R,109.0,7.45279,Summer,Sep,7.6
The Perks of Being a Wallflower,13000000.0,33400000.0,Drama,0,Other,PG-13,102.0,12.775679,Summer,Sep,8.0
The Hunt,3800000.0,16800000.0,Drama,0,Other,R,115.0,8.462801,Summer,Aug,8.3
Behind the Burly Q,250000.0,23859.0,Other,0,Other,R,97.0,0.386717,Spring,Apr,6.7
Two Rabbits,2000000.0,1620436.0,Action,0,Other,R,108.0,2.315249,Winter,Jan,7.4
Sparkle,14000000.0,24637469.0,Drama,0,Other,PG-13,116.0,2.24386,Summer,Aug,5.7
Red Lights,14000000.0,13551174.0,Thriller,0,Other,R,119.0,11.535478,Winter,Mar,6.2
Taken 2,45000000.0,376141306.0,Action,1,Other,PG-13,91.0,16.376482,Summer,Sep,6.3
The Paperboy,12500000.0,1353868.0,Thriller,0,Other,R,107.0,5.526878,Summer,Sep,5.8
A Royal Affair,8000000.0,7594693.0,Drama,0,Other,R,137.0,8.168448,Winter,Mar,7.5
House at the End of the Street,6900000.0,44287131.0,Horror,0,Other,PG-13,101.0,8.513457,Summer,Sep,5.6
2016: Obama's America,2500000.0,33400000.0,Other,0,Other,PG,87.0,1.221216,Summer,Jul,5.0
The Painted Veil,947000.0,1120000.0,Romance,0,Other,R,85.0,0.631309,Fall,Nov,6.6
Rust and Bone,15400000.0,25762027.0,Drama,0,Other,R,123.0,8.400049,Spring,May,7.5
Katy Perry: Part of Me,12000000.0,32726956.0,Other,0,Other,PG,93.0,8.960713,Spring,Jun,5.9
Frankenweenie,39000000.0,35287788.0,Animation,0,Walt Disney Studios,PG,87.0,10.296047,Fall,Oct,6.9
Sinister,3000000.0,77712439.0,Horror,1,Other,R,110.0,12.490637,Winter,Mar,6.8
Hotel Transylvania,85000000.0,358375603.0,Animation,1,Sony Pictures,PG,91.0,16.231945,Summer,Sep,7.1
Argo,44500000.0,232324128.0,Drama,0,WarnerMedia,R,120.0,14.238234,Fall,Oct,7.7
Seven Psychopaths,15000000.0,19422261.0,Comedy,0,ViacomCBS,R,110.0,9.643538,Summer,Sep,7.2
Hoodwinked Too! Hood VS. Evil,30000000.0,13521829.0,Comedy,1,Other,PG,86.0,9.382577,Spring,Apr,4.7
Paranormal Activity 4,5000000.0,142817992.0,Horror,1,ViacomCBS,R,95.0,6.188286,Fall,Oct,4.6
Alex Cross,45000000.0,30353232.0,Action,1,Other,PG-13,101.0,8.279285,Fall,Oct,5.2
Silent Hill: Revelation 3D,20000000.0,52302796.0,Thriller,1,Other,R,94.0,5.745206,Fall,Oct,5.0
Like Dandelion Dust,2500000.0,352810.0,Drama,0,Other,PG-13,100.0,1.659692,Winter,Feb,7.0
Killing Them Softly,15000000.0,37930465.0,Crime,0,Other,R,97.0,6.777326,Summer,Sep,6.2
The Sessions,1000000.0,9138338.0,Drama,0,Walt Disney Studios,R,98.0,5.760319,Spring,May,7.2
Smashed,500000.0,376597.0,Drama,0,Other,R,85.0,4.893812,Summer,Sep,6.8
Wreck-It Ralph,165000000.0,471222889.0,Other,1,Walt Disney Studios,PG,108.0,13.697597,Fall,Nov,7.7
Lookin' to Get Out,17000000.0,946461.0,Comedy,0,Other,R,105.0,0.963345,Fall,Oct,5.2
Silver Linings Playbook,21000000.0,205738714.0,Drama,0,Other,R,122.0,14.488111,Summer,Sep,7.7
Flight,31000000.0,161772375.0,Drama,0,ViacomCBS,R,138.0,10.973822,Fall,Nov,7.3
Life of Pi,120000000.0,609016565.0,Adventure,0,Walt Disney Studios,PG,127.0,14.045042,Fall,Nov,7.9
The Man with the Iron Fists,15000000.0,15608545.0,Action,1,Other,R,96.0,8.310945,Fall,Nov,5.4
Sleepless Night,2500000.0,3358.0,Action,0,Other,R,98.0,2.942355,Fall,Nov,6.7
Stolen,35000000.0,2106557.0,Action,0,Other,R,96.0,7.759429,Spring,May,5.5
Amour,8900000.0,29844753.0,Drama,0,Other,PG-13,127.0,7.663947,Summer,Jul,7.9
Meet Monica Velour,5000000.0,31649.0,Comedy,0,Other,R,98.0,1.608163,Spring,Jun,5.8
Lincoln,65000000.0,275293450.0,Other,0,Other,PG-13,149.0,10.680331,Fall,Nov,7.3
The Twilight Saga: Breaking Dawn - Part 2,120000000.0,829000000.0,Adventure,1,Other,PG-13,115.0,26.080995,Fall,Nov,5.5
Red Dawn,65000000.0,44806783.0,Other,0,Other,PG-13,93.0,5.627787,Fall,Nov,5.4
Rise of the Guardians,145000000.0,306941670.0,Fantasy,0,NBCUniversal,PG,97.0,10.943775,Fall,Nov,7.3
Deadfall,12000000.0,66351.0,Crime,0,Other,R,95.0,8.435294,Fall,Nov,6.3
Byzantium,10000000.0,89237.0,Drama,0,Other,R,118.0,6.79497,Summer,Sep,6.5
Step Up Revolution,33000000.0,140470746.0,Other,1,Other,PG-13,99.0,7.859968,Summer,Jul,6.4
1911,30000000.0,108348.0,Adventure,0,Other,R,125.0,3.835131,Summer,Jul,5.8
Lay the Favorite,26350000.0,1576687.0,Drama,0,Other,R,94.0,5.153138,Spring,Jun,4.8
Crooked Arrows,13000000.0,1832541.0,Drama,0,Other,PG-13,95.0,5.138409,Spring,May,6.0
Fire with Fire,20000000.0,4636169.0,Action,0,Other,R,97.0,10.999209,Summer,Aug,5.6
Warm Bodies,35000000.0,116980662.0,Horror,0,Other,PG-13,97.0,10.430238,Winter,Jan,6.8
The Guilt Trip,40000000.0,41863726.0,Comedy,0,ViacomCBS,PG-13,95.0,7.479014,Fall,Dec,5.7
Jack Reacher,60000000.0,218340595.0,Crime,1,ViacomCBS,PG-13,130.0,12.789812,Fall,Dec,7.0
This Is 40,35000000.0,88058786.0,Comedy,1,Other,R,134.0,11.418802,Fall,Dec,6.2
The Impossible,42000000.0,180274123.0,Thriller,0,Other,PG-13,113.0,10.027434,Summer,Sep,7.6
Not Fade Away,20000000.0,610792.0,Drama,0,Other,R,112.0,2.688548,Fall,Dec,6.0
Quartet,11000000.0,59520298.0,Drama,0,Other,PG-13,98.0,6.93228,Summer,Sep,6.8
StreetDance 3D,5773100.0,18144030.0,Drama,1,Other,PG-13,98.0,4.290276,Spring,May,5.9
Parental Guidance,25000000.0,119772232.0,Comedy,0,Walt Disney Studios,PG,104.0,11.746053,Fall,Dec,6.0
Promised Land,15000000.0,8138788.0,Drama,0,NBCUniversal,R,106.0,7.06378,Summer,Sep,6.6
The Sweeney,3730500.0,6294161.0,Action,0,Other,R,112.0,5.311336,Summer,Sep,6.1
English Vinglish,2840000.0,11620000.0,Drama,0,Other,R,133.0,3.611437,Summer,Sep,7.8
Texas Chainsaw 3D,20000000.0,47241945.0,Horror,1,Other,R,92.0,7.214828,Winter,Jan,4.8
Gangster Squad,60000000.0,105200903.0,Crime,0,WarnerMedia,R,113.0,8.581558,Winter,Jan,6.7
The Samaritan,12000000.0,2521.0,Thriller,0,Other,R,90.0,11.52128,Winter,Mar,5.6
The Iceman,20000000.0,1969193.0,Thriller,0,Other,R,105.0,13.132127,Summer,Sep,6.8
A Haunted House,2500000.0,60141683.0,Comedy,1,Other,R,86.0,6.531373,Winter,Jan,5.0
Mama,15000000.0,146497771.0,Horror,0,NBCUniversal,PG-13,100.0,16.018525,Winter,Jan,6.2
Upstream Color,100000.0,444098.0,Drama,0,Other,R,96.0,8.003815,Spring,Apr,6.7
Broken City,56000000.0,19701164.0,Thriller,0,Other,R,109.0,12.136158,Winter,Jan,6.2
Shadow Dancer,6300000.0,419953.0,Thriller,0,Other,R,101.0,4.38806,Winter,Feb,6.2
Sunny,3550000.0,48000000.0,Drama,1,Other,PG-13,124.0,2.700233,Spring,May,7.8
Movie 43,6000000.0,32438988.0,Comedy,0,Other,R,90.0,10.895427,Winter,Jan,4.3
Parker,35000000.0,46216641.0,Action,0,Other,R,118.0,13.963892,Winter,Jan,6.2
Hansel & Gretel: Witch Hunters,50000000.0,224803475.0,Fantasy,0,ViacomCBS,R,88.0,10.337211,Winter,Jan,6.1
The Last Godfather,13400000.0,16700000.0,Action,0,Other,PG-13,100.0,1.223071,Fall,Dec,3.6
The East,6500000.0,2401510.0,Drama,0,Other,PG-13,116.0,6.53667,Spring,May,6.8
"Pink Ribbons, Inc.",900000.0,25000.0,Other,0,Other,R,97.0,0.489328,Summer,Sep,7.2
Upside Down,60000000.0,8106475.0,Romance,0,Other,PG-13,104.0,7.37535,Summer,Sep,6.4
Side Effects,30000000.0,63372757.0,Thriller,0,Other,R,106.0,11.645847,Winter,Feb,7.1
Identity Thief,35000000.0,173965010.0,Comedy,0,Other,R,111.0,7.321172,Winter,Feb,5.7
Beautiful Creatures,60000000.0,60052138.0,Fantasy,0,Other,PG-13,124.0,20.485203,Winter,Feb,6.1
A Good Day to Die Hard,92000000.0,304654182.0,Action,1,Walt Disney Studios,R,98.0,12.471865,Winter,Feb,5.3
21 & Over,13000000.0,48065672.0,Comedy,0,Other,R,93.0,11.29356,Winter,Mar,5.8
Safe Haven,28000000.0,97594140.0,Romance,0,Other,PG-13,115.0,7.598422,Winter,Feb,6.7
Elles,4000000.0,911466.0,Drama,0,Other,PG,96.0,9.921433,Summer,Sep,5.6
The Act of Killing,1000000.0,444575.0,Other,0,Other,R,115.0,6.373118,Summer,Aug,8.2
Universal Soldier: Day of Reckoning,11500000.0,1402307.0,Thriller,1,Other,R,114.0,12.887287,Fall,Oct,5.0
Escape from Planet Earth,40000000.0,74597643.0,Animation,0,Other,PG,89.0,11.617481,Winter,Feb,5.9
Before Midnight,3000000.0,11176469.0,Romance,1,Other,R,108.0,11.30324,Spring,Apr,7.9
Snitch,35000000.0,42930462.0,Thriller,0,Other,PG-13,112.0,13.542675,Winter,Feb,6.4
Dark Skies,3500000.0,25174316.0,Other,0,Other,PG-13,97.0,26.972326,Winter,Feb,6.3
A Coffee in Berlin,300000.0,2750275.0,Comedy,0,Other,R,88.0,7.90622,Summer,Jul,7.4
Jack the Giant Slayer,195000000.0,197687603.0,Action,0,WarnerMedia,PG-13,114.0,11.606061,Winter,Feb,6.2
The Last Exorcism Part II,5000000.0,15179302.0,Horror,1,Other,PG-13,88.0,5.874458,Winter,Feb,4.0
G.I. Joe: Retaliation,130000000.0,371876278.0,Adventure,1,ViacomCBS,PG-13,110.0,10.560608,Winter,Mar,5.8
Stoker,12000000.0,12077441.0,Drama,0,Walt Disney Studios,R,99.0,7.222816,Winter,Feb,6.8
Phantom,10000000.0,1034589.0,Thriller,0,Other,R,99.0,6.651567,Winter,Jan,5.9
Oz: The Great and Powerful,200000000.0,491868548.0,Fantasy,0,Walt Disney Studios,PG,130.0,11.137329,Winter,Mar,6.3
The Croods,135000000.0,585178928.0,Adventure,1,NBCUniversal,PG,98.0,14.757874,Winter,Mar,7.2
Burn,225000.0,111300.0,Other,0,Other,R,86.0,0.466236,Fall,Nov,7.5
The Incredible Burt Wonderstone,30000000.0,27437881.0,Comedy,0,WarnerMedia,PG-13,100.0,9.385769,Winter,Mar,5.9
Spring Breakers,5000000.0,31724284.0,Drama,0,Other,R,94.0,14.830235,Winter,Jan,5.3
I'm So Excited!,5000000.0,11724119.0,Comedy,0,Other,R,90.0,6.757549,Winter,Mar,5.6
The Call,13000000.0,68572378.0,Crime,0,Sony Pictures,R,94.0,8.611077,Winter,Mar,6.7
Olympus Has Fallen,70000000.0,161025640.0,Action,1,Other,R,120.0,10.978188,Winter,Mar,6.5
The Place Beyond the Pines,15000000.0,35485608.0,Drama,0,Other,R,140.0,7.492658,Winter,Mar,7.3
The Host,44000000.0,63327201.0,Action,0,Other,PG-13,125.0,11.342024,Winter,Mar,5.9
The Good Doctor,6000000.0,5206.0,Drama,0,Other,PG-13,93.0,8.278079,Winter,Jan,5.5
Admission,13000000.0,18000000.0,Comedy,0,NBCUniversal,PG-13,107.0,10.098539,Winter,Mar,5.7
Evil Dead,17000000.0,97542952.0,Horror,1,Sony Pictures,R,91.0,12.01525,Spring,Apr,6.5
Trance,20000000.0,24261569.0,Thriller,0,Other,R,101.0,7.876299,Winter,Mar,6.9
Welcome to the Punch,8500000.0,9747.0,Action,0,Other,R,99.0,7.67857,Winter,Mar,6.1
Poor White Trash,1200000.0,1404.0,Crime,0,Other,R,85.0,0.584397,Spring,Jun,5.1
Oblivion,120000000.0,286168572.0,Action,0,NBCUniversal,PG-13,124.0,14.654053,Spring,Apr,7.0
Dark Tide,25000000.0,432274.0,Thriller,0,Other,PG-13,113.0,5.405958,Winter,Mar,4.3
42,40000000.0,95020213.0,Drama,0,WarnerMedia,PG-13,128.0,11.637224,Spring,Apr,7.5
Love Is All You Need,5500000.0,10016934.0,Comedy,0,Other,R,116.0,4.711231,Summer,Sep,6.5
Disconnect,10000000.0,3428048.0,Drama,0,Other,R,115.0,12.18812,Summer,Sep,7.5
Scary Movie 5,20000000.0,78378744.0,Comedy,1,Other,PG-13,86.0,14.27281,Spring,Apr,3.5
Pain & Gain,25000000.0,86175291.0,Thriller,0,ViacomCBS,R,130.0,9.218002,Spring,Apr,6.4
Home Run,1200000.0,2861020.0,Drama,0,Other,PG-13,114.0,1.472463,Spring,Apr,5.9
The Grandmaster,3860000.0,64076736.0,Action,0,Other,PG-13,130.0,8.959821,Winter,Jan,6.6
This Is the End,32000000.0,126041322.0,Action,0,Sony Pictures,R,107.0,11.414048,Spring,Jun,6.6
Late Autumn,6200000.0,4820000.0,Drama,0,Other,PG-13,113.0,1.077252,Summer,Sep,6.8
Mud,10000000.0,21587700.0,Drama,0,Other,PG-13,130.0,7.881579,Spring,May,7.4
The Afflicted,180000.0,175742.0,Horror,0,Other,R,85.0,0.437372,Fall,Oct,4.6
About Cherry,2500000.0,3003.0,Drama,0,Other,R,102.0,5.46567,Winter,Feb,4.8
The Great Gatsby,105000000.0,351040419.0,Drama,0,WarnerMedia,PG-13,143.0,17.598936,Spring,May,7.2
Star Trek Into Darkness,190000000.0,467365246.0,Action,1,ViacomCBS,PG-13,132.0,15.78129,Spring,May,7.7
The Internship,58000000.0,44000000.0,Comedy,0,Walt Disney Studios,PG-13,119.0,0.393865,Spring,Jun,6.3
Only God Forgives,4800000.0,10337387.0,Drama,0,Other,R,90.0,6.069475,Spring,May,5.7
The Hangover Part III,103000000.0,362000072.0,Comedy,1,Other,R,100.0,25.085639,Spring,May,5.8
Fast & Furious 6,160000000.0,788679850.0,Action,1,NBCUniversal,PG-13,130.0,1.657637,Spring,May,7.0
Epic,100000000.0,268426634.0,Animation,0,Walt Disney Studios,PG,102.0,11.913405,Spring,May,6.7
The Past,11000000.0,10631747.0,Drama,0,Other,PG-13,130.0,9.166555,Spring,May,7.8
Down Terrace,31192.0,10000.0,Drama,0,Other,R,89.0,1.585713,Summer,Sep,6.5
The Lords of Salem,1500000.0,1165882.0,Horror,0,Other,R,101.0,9.981121,Summer,Sep,5.2
Behind the Candelabra,23000000.0,15600000.0,Drama,0,WarnerMedia,R,118.0,7.339451,Spring,May,7.0
Aftershock,2000000.0,58510.0,Horror,0,Other,R,89.0,8.367858,Summer,Sep,4.8
After Earth,130000000.0,243843127.0,Other,0,Sony Pictures,PG-13,100.0,10.747642,Spring,May,4.8
Now You See Me,75000000.0,117698894.0,Thriller,1,Other,PG-13,115.0,17.852022,Spring,May,7.3
Lovelace,10000000.0,1585582.0,Drama,0,Other,R,92.0,6.383512,Summer,Aug,6.2
Special Forces,10000000.0,10759.0,Action,0,Other,R,109.0,5.3584,Fall,Nov,6.4
Redd Inc.,500000.0,1000000.0,Thriller,0,Other,R,93.0,5.411012,Fall,Nov,5.9
The Way Way Back,4600000.0,23198652.0,Comedy,0,Other,PG-13,103.0,10.342737,Spring,Jun,7.4
Man of Steel,225000000.0,662845518.0,Action,1,WarnerMedia,PG-13,143.0,18.538834,Spring,Jun,7.0
The Big Wedding,35000000.0,21819348.0,Comedy,0,Other,R,90.0,6.651605,Spring,Apr,5.6
The Purge,3000000.0,89328627.0,Other,1,NBCUniversal,R,86.0,23.207663,Spring,May,5.7
The Bling Ring,15000000.0,19145732.0,Drama,0,Other,R,90.0,7.913029,Spring,Jun,5.6
Monsters University,200000000.0,743559607.0,Animation,1,Walt Disney Studios,G,104.0,16.267502,Spring,Jun,7.3
Maniac,6000000.0,31081.0,Horror,0,Other,R,89.0,8.804658,Fall,Dec,6.1
Pacific Rim,180000000.0,407602906.0,Action,1,WarnerMedia,PG-13,131.0,33.949359,Summer,Jul,6.9
The Best Offer,13500000.0,19255873.0,Drama,0,Other,R,124.0,8.995603,Winter,Jan,7.8
World War Z,200000000.0,531865000.0,Action,0,ViacomCBS,PG-13,116.0,26.114917,Spring,Jun,7.0
Elysium,115000000.0,286140700.0,Other,0,Sony Pictures,R,109.0,15.232738,Summer,Aug,6.6
Despicable Me 2,76000000.0,970761885.0,Animation,1,NBCUniversal,PG,98.0,24.82355,Spring,Jun,7.3
White House Down,150000000.0,205366737.0,Action,0,Sony Pictures,PG-13,131.0,9.920223,Spring,Jun,6.4
The World's End,20000000.0,46089287.0,Comedy,0,NBCUniversal,R,109.0,9.830382,Summer,Jul,7.0
Hummingbird,20000000.0,8352885.0,Action,0,Other,R,100.0,8.801032,Spring,May,6.2
The Heat,43000000.0,158674180.0,Action,0,Walt Disney Studios,R,117.0,12.706403,Spring,Jun,6.6
The Lone Ranger,255000000.0,89289910.0,Action,0,Walt Disney Studios,PG-13,149.0,12.729104,Summer,Jul,6.4
The Spectacular Now,2500000.0,6854611.0,Comedy,0,Other,R,95.0,8.098964,Summer,Aug,7.1
R.I.P.D.,130000000.0,61648500.0,Fantasy,0,NBCUniversal,PG-13,96.0,9.369679,Summer,Jul,5.6
The Conjuring,13000000.0,318000141.0,Horror,1,WarnerMedia,R,112.0,14.90169,Summer,Jul,7.5
Turbo,135000000.0,282570682.0,Animation,0,NBCUniversal,PG,96.0,8.979753,Summer,Jul,6.4
The Wolverine,120000000.0,415440673.0,Action,1,Walt Disney Studios,PG-13,126.0,3.918287,Summer,Jul,6.7
The Breath,2000000.0,13500000.0,Action,0,Other,R,128.0,1.315237,Fall,Oct,8.0
2 Guns,61000000.0,131940411.0,Action,0,NBCUniversal,R,109.0,13.336512,Summer,Aug,6.7
Lost in Thailand,2200000.0,208000000.0,Comedy,1,Other,R,105.0,1.789133,Fall,Dec,6.2
Blue Jasmine,18000000.0,99206215.0,Comedy,0,Other,PG-13,98.0,12.61244,Summer,Jul,7.3
The Great Beauty,12400000.0,8371085.0,Comedy,0,Other,R,142.0,8.176134,Spring,May,7.8
The Canyons,250000.0,56825.0,Thriller,0,Other,R,99.0,4.281631,Summer,Jul,3.8
Percy Jackson: Sea of Monsters,90000000.0,174578751.0,Adventure,1,Walt Disney Studios,PG,106.0,10.338222,Summer,Aug,5.8
The Smurfs 2,105000000.0,347434178.0,Fantasy,1,Sony Pictures,PG,105.0,10.640864,Summer,Jul,5.3
Alan Partridge: Alpha Papa,4000000.0,9800000.0,Comedy,0,Other,R,90.0,10.130541,Summer,Jul,6.9
Class of 1999,5200000.0,2459895.0,Other,1,Other,R,99.0,6.700173,Spring,May,5.9
Man of Tai Chi,25000000.0,2054941.0,Action,0,Other,R,105.0,11.829231,Summer,Jul,6.1
We're the Millers,37000000.0,269994119.0,Comedy,0,WarnerMedia,R,110.0,18.474368,Summer,Aug,7.0
Grown Ups 2,80000000.0,246984278.0,Comedy,1,Sony Pictures,PG-13,100.0,9.411725,Summer,Jul,5.4
Kick-Ass 2,28000000.0,60700000.0,Action,1,NBCUniversal,R,103.0,13.570264,Summer,Jul,6.5
Riddick,38000000.0,98337295.0,Other,1,Other,R,119.0,9.596377,Summer,Sep,6.4
Planes,50000000.0,219788712.0,Animation,1,Other,PG,91.0,11.604181,Summer,Aug,5.7
Cameron's Closet,7000000.0,136203.0,Horror,0,Other,R,87.0,0.861473,Fall,Dec,5.0
Paranoia,35000000.0,13785015.0,Drama,0,Other,PG-13,106.0,7.249581,Summer,Aug,5.7
The Wind Rises,30000000.0,117932401.0,Animation,0,Other,PG-13,126.0,9.310866,Summer,Jul,7.8
Jobs,12000000.0,35931410.0,Drama,0,Other,PG-13,128.0,14.294019,Summer,Aug,6.0
The Mortal Instruments: City of Bones,60000000.0,90565421.0,Action,0,Sony Pictures,PG-13,130.0,14.336187,Summer,Aug,5.9
The Butler,25000000.0,115922175.0,Drama,0,Other,PG-13,132.0,11.061894,Summer,Aug,7.2
In a World...,1000000.0,2963902.0,Comedy,0,Other,R,93.0,9.769134,Summer,Aug,6.7
About Time,12000000.0,87100449.0,Comedy,0,Other,R,123.0,11.213913,Summer,Aug,7.8
Chennai Express,18000000.0,62000000.0,Romance,0,Other,R,141.0,4.19356,Summer,Aug,6.0
The Frozen Ground,27220000.0,5496951.0,Thriller,0,Other,R,105.0,12.388833,Summer,Jul,6.4
Empire State,11000000.0,3639345.0,Action,0,Other,R,94.0,9.003792,Summer,Sep,5.2
The Immortals,50.0,83.0,Action,0,Other,R,98.0,0.825042,Fall,Oct,5.6
Tidal Wave,16000000.0,11301649.0,Action,0,Other,R,120.0,4.136356,Spring,Jun,5.6
Adore,16000000.0,318982.0,Drama,0,Other,R,100.0,12.260159,Spring,Apr,6.2
Instructions Not Included,5500000.0,99067206.0,Comedy,0,Other,PG-13,115.0,6.507895,Summer,Jul,7.5
Getaway,18000000.0,10501938.0,Action,0,Other,PG-13,90.0,13.224288,Summer,Aug,4.4
Gravity,105000000.0,716392705.0,Other,0,WarnerMedia,PG-13,91.0,18.50194,Summer,Sep,7.7
What If,11000000.0,7847000.0,Drama,0,Other,PG-13,93.0,10.841891,Summer,Sep,6.8
Out of the Furnace,22000000.0,15400000.0,Thriller,0,Other,R,116.0,6.760321,Fall,Dec,6.8
Austenland,4900000.0,2159041.0,Comedy,0,Other,PG-13,97.0,8.076305,Summer,Aug,6.3
Rush,38000000.0,90247624.0,Drama,0,Other,R,123.0,10.63552,Summer,Sep,8.1
The Family,30000000.0,36894225.0,Crime,0,Other,R,111.0,8.047735,Summer,Sep,6.3
The To Do List,1500000.0,3566225.0,Comedy,0,Other,R,104.0,7.081404,Summer,Jul,5.8
Grand Masti,5500000.0,47000000.0,Comedy,1,Other,R,140.0,1.250293,Summer,Sep,4.4
Battle of the Year,20000000.0,16549477.0,Other,0,Other,PG-13,110.0,5.0739,Summer,Sep,5.0
Out on a Limb,11000000.0,1659542.0,Comedy,0,Other,PG,82.0,1.305774,Summer,Sep,5.4
Nebraska,12000000.0,17654912.0,Drama,0,ViacomCBS,R,115.0,11.160699,Summer,Sep,7.7
Metallica: Through the Never,18000000.0,7972967.0,Other,0,Other,R,93.0,5.229975,Summer,Sep,7.2
Special 26,7100000.0,18000000.0,Crime,0,Other,R,144.0,2.78114,Winter,Feb,8.0
Runner Runner,30000000.0,62616646.0,Crime,0,Other,R,91.0,8.864607,Summer,Sep,5.6
Parkland,10000000.0,653651.0,Other,0,Other,PG-13,94.0,6.71518,Fall,Oct,6.4
On the Job,1052753.0,466088.0,Action,0,Other,R,120.0,2.934298,Spring,May,7.0
Cloudy with a Chance of Meatballs 2,78000000.0,248384621.0,Animation,1,Sony Pictures,PG,95.0,14.412061,Summer,Sep,6.4
Captain Phillips,55000000.0,95000000.0,Action,0,Other,PG-13,134.0,13.776068,Fall,Oct,7.8
Machete Kills,12000000.0,15008161.0,Action,1,Other,R,107.0,9.251084,Summer,Sep,5.6
Filth,5000000.0,9114264.0,Crime,0,Other,R,97.0,14.970485,Summer,Sep,7.1
Drona,15000000.0,3250000.0,Action,0,Other,R,150.0,0.758985,Fall,Oct,2.0
Baggage Claim,8500000.0,22456509.0,Comedy,0,Walt Disney Studios,PG-13,96.0,5.590678,Summer,Sep,5.1
Stitches,100000.0,95000.0,Horror,0,Other,R,86.0,8.328705,Spring,May,5.7
Escape Plan,50000000.0,122915111.0,Action,1,Other,R,115.0,14.191611,Fall,Oct,6.7
Carrie,30000000.0,82394288.0,Drama,0,Other,R,100.0,18.399055,Fall,Oct,5.9
The Fifth Estate,28000000.0,8555008.0,Drama,0,Other,R,128.0,10.850442,Fall,Oct,6.2
The Counselor,25000000.0,71009334.0,Thriller,0,Walt Disney Studios,R,117.0,14.723646,Fall,Oct,5.3
12 Years a Slave,20000000.0,187000000.0,Drama,0,Other,R,134.0,30.316249,Fall,Oct,8.1
All Is Lost,9000000.0,6108720.0,Action,0,Other,PG-13,106.0,12.74965,Fall,Oct,6.9
Ender's Game,110000000.0,125537191.0,Other,0,Other,PG-13,114.0,12.500305,Fall,Oct,6.6
Bad Grandpa,15000000.0,151831537.0,Comedy,1,Other,R,92.0,8.000867,Fall,Oct,6.5
Thor: The Dark World,170000000.0,644571402.0,Action,1,Walt Disney Studios,PG-13,112.0,34.905447,Fall,Oct,6.9
Dallas Buyers Club,5000000.0,55198285.0,Drama,0,Other,R,117.0,14.785719,Summer,Sep,8.0
Pieta,103000.0,3623330.0,Drama,0,Other,R,104.0,5.194433,Summer,Sep,7.2
Free Birds,55000000.0,110000000.0,Animation,0,Other,PG,91.0,7.713231,Fall,Oct,5.8
Last Vegas,28000000.0,134402450.0,Comedy,0,ViacomCBS,PG-13,105.0,9.157369,Fall,Oct,6.6
Philomena,12000000.0,100129872.0,Drama,0,Other,PG-13,98.0,6.927182,Fall,Nov,7.6
The Best Man Holiday,17000000.0,71625195.0,Comedy,1,NBCUniversal,R,123.0,6.102021,Fall,Nov,6.7
Ida,2159280.0,15298355.0,Drama,0,Other,PG-13,80.0,8.651053,Fall,Oct,7.4
The Hunger Games: Catching Fire,130000000.0,847423452.0,Adventure,1,Other,PG-13,146.0,25.309139,Fall,Nov,7.5
47 Ronin,175000000.0,150962475.0,Drama,1,Other,PG-13,119.0,14.88937,Fall,Dec,6.3
Delivery Man,26000000.0,51164106.0,Comedy,0,Other,PG-13,105.0,13.548808,Fall,Oct,6.4
Twice Born,13000000.0,18295.0,Drama,0,Other,R,127.0,5.849716,Summer,Sep,7.4
Inside Llewyn Davis,11000000.0,32935319.0,Drama,0,ViacomCBS,R,105.0,10.838063,Fall,Oct,7.5
